"Comment","Designator","Footprint","LCSC Part #"
"22uF","C1,C2","C_0603_1608Metric","C59461"
"MountingHole_Pad","H1","MountingHole_3.6mm_small","C2928188"
"Bus_M.2_Socket_M","J2","MDTXXXXXX001","C2832351"
